,Log_GDP_per_capita,Social_support,Healthy_life_expectancy,Freedom_to_make_life_choices,Generosity,Perceptions_of_corruption,year,Ladder_score,Country_name,RI_Central and Eastern Europe,RI_Commonwealth of Independent States,RI_East Asia,RI_Latin America and Caribbean,RI_Middle East and North Africa,RI_North America and ANZ,RI_South Asia,RI_Southeast Asia,RI_Sub-Saharan Africa,RI_Western Europe
226,8.329,0.792,60.54,0.719,-0.1,0.923,2008,4.737,78,0,1,0,0,0,0,0,0,0,0
227,8.634,0.798,60.2,0.861,0.083,0.817,2008,4.589,118,0,0,0,0,0,0,0,1,0,0
228,8.034,0.697,47.14,0.58,-0.069,0.945,2008,4.292,24,0,0,0,0,0,0,0,0,1,0
229,10.384,0.886,70.32,0.646,-0.217,0.933,2008,5.717,120,0,0,0,0,0,0,0,0,0,1
230,10.674,0.935,71.84,0.833,-0.031,0.669,2008,7.008,48,0,0,0,0,0,0,0,0,0,1
231,8.981,0.884,67.22597368421053,0.6852697095435685,0.09,0.849,2008,5.522,76,1,0,0,0,0,0,0,0,0,0
232,9.488,0.86,61.16,0.487,-0.265,0.929,2008,5.172,155,0,1,0,0,0,0,0,0,0,0
233,8.052,0.827,52.86,0.62,-0.012,0.909,2008,4.015,75,0,0,0,0,0,0,0,0,1,0
234,9.677,0.904,61.7,0.64,-0.22,0.696,2008,5.463,11,0,1,0,0,0,0,0,0,0,0
235,9.898,0.839,59.2,0.727,-0.221,0.899,2008,5.886,74,0,1,0,0,0,0,0,0,0,0
236,8.908,0.747,63.56,0.636,-0.078,0.735,2008,5.191,44,0,0,0,1,0,0,0,0,0,0
237,7.879,0.619,56.9,0.914,0.045,0.888,2008,4.462,23,0,0,0,0,0,0,0,1,0,0
238,10.711,0.88,72.44,0.543,0.049,0.946,2008,6.78,69,0,0,0,0,0,0,0,0,0,1
239,9.144,0.608,64.96,0.614,-0.224,0.498,2008,4.156,51,0,1,0,0,0,0,0,0,0,0
240,10.298,0.904,65.78,0.642,-0.217,0.663,2008,5.452,45,1,0,0,0,0,0,0,0,0,0
241,7.916,0.756,54.74,0.612,-0.03,0.879,2008,4.683,126,0,0,0,0,0,0,0,0,1,0
242,8.904,0.866,61.42,0.63,0.206,0.796,2008,6.414,55,0,0,0,1,0,0,0,0,0,0
243,9.671,0.879,67.72,0.808,-0.143,0.597,2008,5.664,159,0,0,0,1,0,0,0,0,0,0
244,9.701,0.922,65.58,0.678,-0.225,0.776,2008,6.258,161,0,0,0,1,0,0,0,0,0,0
245,10.793,0.923,71.62,0.912,0.125,0.314,2008,7.516,142,0,0,0,0,0,0,0,0,0,1
246,8.339,0.894,62.32,0.831,-0.023,0.7687470588235294,2008,5.311,160,0,1,0,0,0,0,0,0,0,0
247,8.22,0.684,56.56,0.756,-0.072,0.891,2008,5.146,63,0,0,0,0,0,0,1,0,0,0
248,10.861,0.977,72.32,0.885,0.272,0.708,2008,6.888,62,0,0,0,0,0,0,0,0,0,1
249,9.911,0.804,68.78,0.64,0.084,0.741,2008,5.789,28,0,0,0,1,0,0,0,0,0,0
250,7.417,0.679,40.38,0.465,0.261,0.812,2008,3.846,58,0,0,0,1,0,0,0,0,0,0
251,10.722,0.823,64.04,0.532,-0.022,0.508,2008,6.811,125,0,0,0,0,1,0,0,0,0,0
252,7.886,0.467,59.86,0.606,-0.044,0.802,2008,5.052,10,0,0,0,0,0,0,1,0,0,0
253,8.52,0.828,65.02,0.687,0.223,0.863,2008,5.42,59,0,0,0,1,0,0,0,0,0,0
254,10.77,0.923,70.62,0.766,0.06756826568265682,0.758,2008,6.522,52,0,0,0,0,0,0,0,0,0,1
255,7.239,0.486,53.04,0.752,0.017,0.286,2008,4.363,124,0,0,0,0,0,0,0,0,1,0
256,7.215,0.591,42.1,0.716,0.148,0.925,2008,2.997,128,0,0,0,0,0,0,0,0,1,0
257,10.689,0.954,70.74,0.759,0.331,0.548,2008,6.986,157,0,0,0,0,0,0,0,0,0,1
258,8.943,0.675,60.12,0.596,0.164,0.968,2008,4.815,64,0,0,0,0,0,0,0,1,0,0
259,10.922,0.953,68.38,0.878,0.255,0.668,2008,7.28,158,0,0,0,0,0,1,0,0,0,0
260,8.652,0.712,63.9,0.661,0.122,0.68,2008,5.323,144,0,0,0,0,1,0,0,0,0,0
261,9.489,0.633,63.14,0.601,0.052,0.868,2008,5.129,65,0,0,0,0,1,0,0,0,0,0
262,10.125,0.882,59.84,0.643,-0.305,0.924,2008,5.619,123,0,1,0,0,0,0,0,0,0,0
263,10.738,0.939,71.84,0.926,0.262,0.37,2008,7.486,25,0,0,0,0,0,1,0,0,0,0
264,9.063,0.744,58.32,0.386,-0.061,0.91,2008,4.59,66,0,0,0,0,1,0,0,0,0,0
265,8.911,0.748,67.24,0.853,-0.092,0.7178356164383561,2008,4.846,29,0,0,1,0,0,0,0,0,0,0
266,10.929,0.983,70.82,0.894,0.322,0.487,2008,7.568,67,0,0,0,0,0,0,0,0,0,1
267,10.44,0.859,71.76,0.663,0.139,0.898,2008,7.261,68,0,0,0,0,1,0,0,0,0,0
268,11.178,0.845,74.2,0.661,0.046,0.066,2008,6.642,129,0,0,0,0,0,0,0,1,0,0
269,7.356,0.571,44.14,0.527,0.063,0.944,2008,4.632,27,0,0,0,0,0,0,0,0,1,0
270,8.403,0.78,45.16,0.584,0.119,0.892,2008,4.939,108,0,0,0,0,0,0,0,0,1,0
271,6.719,0.291,49.02,0.26,-0.019,0.86,2008,3.563,22,0,0,0,0,0,0,0,0,1,0
272,10.816,0.84,69.4121343283582,0.922,0.296,0.274,2008,5.137,60,0,0,1,0,0,0,0,0,0,0
273,9.186,0.738,59.88,0.6810393013100436,-0.087,0.914,2008,4.632,43,0,0,0,0,1,0,0,0,0,0
274,8.454,0.857,64.82,0.791,0.076,0.819,2008,5.104,106,0,0,0,1,0,0,0,0,0,0
275,10.88,0.954,70.08,0.97,0.272,0.248,2008,7.971,39,0,0,0,0,0,0,0,0,0,1
276,10.528,0.944,71.6,0.893,0.298,0.334,2008,7.381,105,0,0,0,0,0,1,0,0,0,0
277,7.403,0.727,48.18,0.612,-0.101,0.887,2008,3.846,21,0,0,0,0,0,0,0,0,1,0
278,10.295,0.858,62.08,0.838,0.087,0.959,2008,6.696,150,0,0,0,1,0,0,0,0,0,0
279,9.821,0.876,66.38,0.677,-0.128,0.785,2008,6.829,95,0,0,0,1,0,0,0,0,0,0
280,9.59,0.832,49.86,0.858,-0.164,0.806,2008,5.451,18,0,0,0,0,0,0,0,0,1,0
281,7.052,0.291,50.18,0.287,-0.055,0.932,2008,2.808,149,0,0,0,0,0,0,0,0,1,0
282,9.465,0.684,62.64,0.601,-0.029,0.715,2008,4.817,8,0,1,0,0,0,0,0,0,0,0
283,9.045,0.872,60.94,0.641,-0.056,0.926,2008,5.503,96,0,1,0,0,0,0,0,0,0,0
284,10.383,0.754,70.8,0.524,-0.102,0.771,2008,5.39,135,0,0,1,0,0,0,0,0,0,0
285,8.501,0.67,53.94,0.593,-0.018,0.841,2008,4.248,93,0,0,0,0,0,0,0,0,1,0
286,8.276,0.666,62.015,0.358,-0.07,0.753,2008,4.386,114,0,0,0,0,1,0,0,0,0,0
287,6.865,0.756,46.2,0.514,0.006,0.864,2008,4.654,100,0,0,0,0,0,0,0,0,1,0
288,7.607,0.747,47.16,0.495,-0.012,0.918,2008,4.115,91,0,0,0,0,0,0,0,0,1,0
289,9.662,0.916,69.82,0.912,0.096,0.816,2008,6.851,34,0,0,0,1,0,0,0,0,0,0
290,11.042,0.936,71.56,0.947,0.018,0.503,2008,7.632,111,0,0,0,0,0,0,0,0,0,1
291,8.271,0.373,55.4,0.335,0.1,0.848,2008,4.414,113,0,0,0,0,0,0,1,0,0,0
292,9.256,0.709,65.0,0.462,-0.215,0.876,2008,4.652,5,0,1,0,0,0,0,0,0,0,0
293,7.686,0.818,58.2,0.618,0.291,0.9,2008,4.441,103,0,0,0,0,0,0,1,0,0,0
294,8.082,0.555,52.2,0.526,-0.098,0.7809455337690632,2008,3.82,32,0,0,0,0,0,0,0,0,1,0
295,7.461,0.843,44.14,0.344,-0.09,0.964,2008,3.174,165,0,0,0,0,0,0,0,0,1,0
296,7.549,0.774,50.5,0.562,0.256,0.93,2008,4.385,147,0,0,0,0,0,0,0,0,1,0
297,10.887,0.935,71.08,0.879,0.291,0.614,2008,7.181,7,0,0,0,0,0,0,0,0,0,1
298,7.665,0.701,61.52,0.816,0.018,0.723,2008,5.064,146,0,1,0,0,0,0,0,0,0,0
299,10.899,0.944,71.0,0.883,0.365,0.419,2008,7.631,104,0,0,0,0,0,0,0,0,0,1
300,8.756,0.785,60.0,0.726,-0.092,0.801,2008,5.298,16,0,0,0,1,0,0,0,0,0,0
301,8.904,0.92,59.28,0.484,0.068,0.962,2008,4.493,97,0,0,1,0,0,0,0,0,0,0
302,9.52,0.832,64.82,0.868,0.425,0.933,2008,5.636,148,0,0,0,0,0,0,0,1,0,0
303,6.918,0.607,47.88,0.649,-0.055,0.749,2008,4.236,107,0,0,0,0,0,0,0,0,1,0
304,9.142,0.777,65.82,0.638,-0.067,0.896,2008,5.129,117,0,0,0,1,0,0,0,0,0,0
305,9.555,0.878,64.02,0.782,-0.078,0.688,2008,6.691,19,0,0,0,1,0,0,0,0,0,0
306,9.935,0.922,68.1,0.707,0.06,0.881,2008,6.931,115,0,0,0,1,0,0,0,0,0,0
307,8.152,0.622,53.22,0.838,0.12,0.863,2008,4.965,53,0,0,0,0,0,0,0,0,1,0
308,10.579,0.948,72.34,0.834,-0.15,0.683,2008,7.294,137,0,0,0,0,0,0,0,0,0,1
309,10.112,0.855,63.88,0.63,-0.203,0.926,2008,5.145,80,1,0,0,0,0,0,0,0,0,0
310,9.236,0.829,66.44,0.64,-0.094,0.801,2008,5.297,42,0,0,0,1,0,0,0,0,0,0
311,8.111,0.69,53.26,0.773,0.129,0.576,2008,5.009,40,0,0,0,0,0,0,0,0,1,0
312,7.223,0.619,49.96,0.724,-0.035,0.84,2008,4.221,83,0,0,0,0,0,0,0,0,1,0
313,7.918,0.624,47.18,0.717,0.056,0.89,2008,4.73,164,0,0,0,0,0,0,0,0,1,0
314,10.199,0.914,63.82,0.621,-0.259,0.961,2008,5.554,85,1,0,0,0,0,0,0,0,0,0
315,7.471,0.813,48.44,0.578,-0.055,0.848,2008,4.569,154,0,0,0,0,0,0,0,0,1,0
316,7.915,0.382,50.9,0.709,-0.004,0.825,2008,3.667,14,0,0,0,0,0,0,0,0,1,0
317,7.439,0.776,54.92,0.332,-0.099,0.773,2008,4.64,87,0,0,0,0,0,0,0,0,1,0
318,9.743,0.717,64.96,0.524,0.035,0.927,2008,4.595,81,0,0,0,0,1,0,0,0,0,0
319,10.789,0.923,70.44,0.887,0.007,0.652,2008,7.117,12,0,0,0,0,0,0,0,0,0,1
320,10.719,0.947,71.88,0.916,0.305,0.431,2008,7.254,6,0,0,0,0,0,1,0,0,0,0
321,9.391,0.85,63.24,0.848,-0.045,0.728,2008,4.842,41,0,0,0,1,0,0,0,0,0,0
322,9.909,0.803,65.28,0.78,0.044,0.884,2008,5.807,89,0,0,0,0,0,0,0,1,0,0
323,9.021,0.816,65.94,0.834,0.163,0.861,2008,4.431,138,0,0,0,0,0,0,1,0,0,0
324,8.366,0.807,54.96,0.886,0.416,0.637,2008,5.044,79,0,0,0,0,0,0,0,1,0,0
325,9.174,0.889,64.06,0.649,0.057,0.891,2008,5.57,116,0,0,0,1,0,0,0,0,0,0
326,7.37,0.451,50.8,0.718,0.168,0.882,2008,3.724,0,0,0,0,0,0,0,1,0,0,0
327,9.899,0.645,63.68,0.415,-0.189,0.785,2008,5.118,152,0,0,0,0,1,0,0,0,0,0
328,10.386,0.811,71.1,0.6,-0.096,0.787,2009,5.648,135,0,0,1,0,0,0,0,0,0,0
329,7.563,0.806,45.42,0.411,-0.078,0.931,2009,4.056,165,0,0,0,0,0,0,0,0,1,0
330,10.104,0.861,67.64,0.549,-0.271,0.958,2009,5.433,35,1,0,0,0,0,0,0,0,0,0
331,7.967634955752213,0.88,52.980488017429195,0.746,-0.006980044345898005,0.513,2009,4.991,133,0,0,0,0,0,0,0,0,1,0
332,8.278,0.756,54.0,0.644,-0.052,0.832,2009,4.809,163,0,0,0,0,1,0,0,0,0,0
333,8.174,0.633,53.66,0.757,0.005,0.89,2009,4.198,53,0,0,0,0,0,0,0,0,1,0
334,10.714,0.935,70.76,0.844,0.127,0.69,2009,6.641,52,0,0,0,0,0,0,0,0,0,1
335,9.542,0.945,65.64,0.677,-0.116,0.828,2009,7.189,161,0,0,0,1,0,0,0,0,0,0
336,9.568,0.77,66.0,0.373,-0.178,0.961,2009,4.38,127,1,0,0,0,0,0,0,0,0,0
337,10.532,0.929,72.62,0.749,-0.127,0.798,2009,6.199,137,0,0,0,0,0,0,0,0,0,1
338,9.508,0.893,65.16,0.868,0.525,0.904,2009,5.476,148,0,0,0,0,0,0,0,1,0,0
339,9.213,0.744,59.94,0.611,-0.1,0.801,2009,5.066,43,0,0,0,0,1,0,0,0,0,0
340,8.106,0.911,53.7,0.71,0.077,0.701,2009,4.455,139,0,0,0,0,0,0,0,0,1,0
341,10.74,0.903,71.76,0.864,0.221,0.292,2009,7.266,142,0,0,0,0,0,0,0,0,0,1
342,9.414,0.877,49.88,0.739,-0.154,0.904,2009,5.218,134,0,0,0,0,0,0,0,0,1,0
343,10.824,0.939,70.24,0.949,0.264,0.206,2009,7.683,39,0,0,0,0,0,0,0,0,0,1
344,9.388,0.878,63.52,0.863,-0.053,0.806,2009,5.432,41,0,0,0,1,0,0,0,0,0,0
345,9.049,0.83,66.02,0.799,0.306,0.69,2009,4.212,138,0,0,0,0,0,0,1,0,0,0
346,8.883,0.734,63.88,0.671,-0.103,0.648,2009,6.839,44,0,0,0,1,0,0,0,0,0,0
347,8.483,0.815,66.34,0.834,-0.062,0.838,2009,5.304,162,0,0,0,0,0,0,0,1,0,0
348,11.149,0.866,74.5,0.776,-0.075,0.035,2009,6.145,129,0,0,0,0,0,0,0,1,0,0
349,7.978,0.782,48.64,0.696,-0.096,0.917,2009,5.26,164,0,0,0,0,0,0,0,0,1,0
350,9.116,0.544,64.88,0.495,-0.233,0.535,2009,3.801,51,0,1,0,0,0,0,0,0,0,0
351,10.144,0.874,66.24,0.611,-0.23,0.793,2009,5.138,45,1,0,0,0,0,0,0,0,0,0
352,7.927,0.901,53.78,0.649,0.005,0.634,2009,4.906,40,0,0,0,0,0,0,0,0,1,0
353,10.639,0.918,72.02,0.798,-0.082,0.654,2009,6.283,48,0,0,0,0,0,0,0,0,0,1
354,8.345,0.855,60.82,0.699,-0.14,0.896,2009,5.069,78,0,1,0,0,0,0,0,0,0,0
355,7.572,0.837,51.4,0.607,0.308,0.903,2009,3.408,147,0,0,0,0,0,0,0,0,1,0
356,10.491,0.793,71.3,0.443,-0.293,0.959,2009,6.039,54,0,0,0,0,0,0,0,0,0,1
357,9.225,0.779,66.62,0.737,-0.108,0.774,2009,6.022,42,0,0,0,1,0,0,0,0,0,0
358,9.875,0.792,65.44,0.874,-0.009,0.858,2009,5.385,89,0,0,0,0,0,0,0,1,0,0
359,9.145,0.799,66.06,0.638,-0.079,0.88,2009,5.519,117,0,0,0,1,0,0,0,0,0,0
360,9.975,0.807,64.24,0.437,-0.18,0.942,2009,4.669,80,1,0,0,0,0,0,0,0,0,0
361,7.505,0.852,49.42,0.76,-0.037,0.84,2009,4.612,154,0,0,0,0,0,0,0,0,1,0
362,9.158,0.9,64.28,0.718,0.027,0.857,2009,5.576,116,0,0,0,1,0,0,0,0,0,0
363,10.05,0.933,64.16,0.496,-0.303,0.979,2009,5.467,85,1,0,0,0,0,0,0,0,0,0
364,8.989,0.924,59.44,0.7078114285714286,-0.102,0.7687470588235294,2009,6.568,153,0,1,0,0,0,0,0,0,0,0
365,11.562,0.939,71.44,0.939,0.127,0.432,2009,6.958,86,0,0,0,0,0,0,0,0,0,1
366,6.838,0.718,49.02,0.879,0.176,0.689,2009,5.148,88,0,0,0,0,0,0,0,0,1,0
367,9.838,0.755,64.04,0.456,-0.227,0.853,2009,5.213,152,0,0,0,0,1,0,0,0,0,0
368,8.453,0.722,45.68,0.537,0.067,0.913,2009,4.98,108,0,0,0,0,0,0,0,0,1,0
369,9.83,0.736,65.08,0.665,0.071,0.937,2009,5.206,81,0,0,0,0,1,0,0,0,0,0
370,9.197,0.7875344827586207,64.96,0.781,-0.119,0.722,2009,5.025,151,0,0,0,0,1,0,0,0,0,0
371,7.622,0.733,47.78,0.634,0.008,0.819,2009,3.977,91,0,0,0,0,0,0,0,0,1,0
372,9.93,0.905,68.2,0.721,0.014,0.889,2009,7.034,115,0,0,0,1,0,0,0,0,0,0
373,10.331,0.916,71.38,0.803,0.464,0.5650104895104895,2009,6.328,92,0,0,0,0,0,0,0,0,0,1
374,8.473,0.819,54.22,0.735,0.039,0.848,2009,4.5,93,0,0,0,0,0,0,0,0,1,0
375,8.984,0.856,61.12,0.551,-0.099,0.925,2009,5.554,96,0,1,0,0,0,0,0,0,0,0
376,9.699,0.816,66.8,0.556,-0.101,0.838,2009,4.801,98,1,0,0,0,0,0,0,0,0,0
377,8.329,0.738,62.132,0.468,-0.085,0.797,2009,4.47,114,0,0,0,0,1,0,0,0,0,0
378,7.723,0.813,58.7,0.616,0.044,0.95,2009,4.917,103,0,0,0,0,0,0,1,0,0,0
379,9.639,0.9,69.76,0.886,0.065,0.787,2009,7.615,34,0,0,0,1,0,0,0,0,0,0
380,8.277,0.522,55.8,0.388,0.077,0.874,2009,5.208,113,0,0,0,0,0,0,1,0,0,0
381,10.558,0.812,72.16,0.775,0.054,0.801,2009,6.833,37,0,0,0,0,0,0,0,0,0,1
382,9.752,0.868,66.44,0.682,-0.076,0.764,2009,6.963,95,0,0,0,1,0,0,0,0,0,0
383,9.464,0.734,64.349,0.552,-0.042,0.844,2009,4.428,110,1,0,0,0,0,0,0,0,0,0
384,10.41,0.919,68.9,0.896,-0.019,0.804,2009,5.83,131,1,0,0,0,0,0,0,0,0,0
385,8.407,0.835,65.16,0.746,0.07,0.794,2009,5.353,106,0,0,0,1,0,0,0,0,0,0
386,8.281,0.653,56.98,0.679,-0.026,0.895,2009,4.522,63,0,0,0,0,0,0,1,0,0,0
387,9.949,0.812,64.96,0.606,-0.196,0.967,2009,5.368,122,1,0,0,0,0,0,0,0,0,0
388,11.065,0.926,64.44,0.819,0.007,0.675,2009,6.585,77,0,0,0,0,1,0,0,0,0,0
389,9.008,0.83,67.22597368421053,0.506,0.201,0.968,2009,5.891,76,1,0,0,0,0,0,0,0,0,0
390,8.632,0.775,60.4,0.874,0.004,0.805,2009,4.88,118,0,0,0,0,0,0,0,1,0,0
391,8.891,0.834,61.76,0.643,0.197,0.755,2009,6.452,55,0,0,0,1,0,0,0,0,0,0
392,7.909,0.81,55.42,0.557,-0.036,0.918,2009,4.335,126,0,0,0,0,0,0,0,0,1,0
393,10.673,0.921,64.22,0.639,-0.11,0.445,2009,6.148,125,0,0,0,0,1,0,0,0,0,0
394,8.474,0.824,65.26,0.661,0.119,0.857,2009,6.033,59,0,0,0,1,0,0,0,0,0,0
395,7.273,0.559,54.62,0.766,-0.001,0.41,2009,4.03,124,0,0,0,0,0,0,0,0,1,0
396,10.097,0.901,65.4,0.464,-0.125,0.915,2009,4.895,61,1,0,0,0,0,0,0,0,0,0
397,10.788,0.835,69.4121343283582,0.918,0.308,0.272,2009,5.397,60,0,0,1,0,0,0,0,0,0,0
398,11.055,0.938,72.26,0.891,0.125,0.342,2009,7.525,143,0,0,0,0,0,0,0,0,0,1
399,10.652,0.88,72.62,0.701,0.24,0.89,2009,6.334,69,0,0,0,0,0,0,0,0,0,1
400,8.975,0.779,60.26,0.784,0.191,0.911,2009,5.472,64,0,0,0,0,0,0,0,1,0,0
401,9.076,0.862,58.96,0.431,-0.199,0.854,2009,4.775,66,0,0,0,0,1,0,0,0,0,0
402,8.209,0.667,45.78,0.76,-0.153,0.902,2009,4.197,70,0,0,0,0,0,0,0,0,1,0
403,10.866,0.959,71.16,0.835,0.315,0.58,2009,7.046,67,0,0,0,0,0,0,0,0,0,1
404,10.638,0.964,71.02,0.816,0.341,0.559,2009,6.907,157,0,0,0,0,0,0,0,0,0,1
405,10.425,0.937,72.08,0.593,0.172,0.923,2009,7.353,68,0,0,0,0,1,0,0,0,0,0
406,10.044,0.908,60.42,0.617,-0.283,0.954,2009,5.158,123,0,1,0,0,0,0,0,0,0,0
407,8.654,0.842,64.0,0.748,0.082,0.688,2009,4.979,144,0,0,0,0,1,0,0,0,0,0
408,10.975,0.885,66.28,0.849,0.019,0.339,2009,6.866,156,0,0,0,0,1,0,0,0,0,0
409,10.888,0.912,68.54,0.831,0.201,0.665,2009,7.158,158,0,0,0,0,0,1,0,0,0,0
410,8.4,0.905,62.76,0.7078114285714286,0.013,0.61,2009,5.261,160,0,1,0,0,0,0,0,0,0,0
411,11.456,0.894,66.58,0.865,0.235,0.184,2009,6.418,121,0,0,0,0,1,0,0,0,0,0
412,8.029,0.729,47.72,0.698,-0.017,0.925,2009,4.741,24,0,0,0,0,0,0,0,0,1,0
413,9.71,0.924,67.86,0.825,-0.118,0.544,2009,6.296,159,0,0,0,1,0,0,0,0,0,0
414,9.534,0.736,63.02,0.498,-0.087,0.754,2009,4.574,8,0,1,0,0,0,0,0,0,0,0
415,9.681,0.908,62.0,0.679,-0.203,0.676,2009,5.564,11,0,1,0,0,0,0,0,0,0,0
416,10.491,0.888,73.68,0.73,-0.21,0.74,2009,5.845,72,0,0,1,0,0,0,0,0,0,0
417,9.347,0.899,64.46,0.771,-0.075,0.739,2009,6.0,73,0,0,0,0,1,0,0,0,0,0
418,10.047,0.917,67.1,0.821,0.073,0.898,2009,5.772,119,1,0,0,0,0,0,0,0,0,0
419,9.884,0.893,59.7,0.856,-0.249,0.845,2009,5.383,74,0,1,0,0,0,0,0,0,0,0
420,7.682,0.676,61.96,0.744,0.001,0.792,2009,4.575,146,0,1,0,0,0,0,0,0,0,0
421,8.057,0.789,54.18,0.584,0.1,0.913,2009,4.27,75,0,0,0,0,0,0,0,0,1,0
422,6.728,0.733,49.34,0.556,-0.022,0.824,2009,3.984,33,0,0,0,0,0,0,0,0,1,0
423,7.952,0.629,54.36,0.508,-0.074,0.838,2009,3.476,31,0,0,0,0,0,0,0,0,1,0
424,7.364,0.646,44.62,0.401,0.021,0.931,2009,3.639,27,0,0,0,0,0,0,0,0,1,0
425,9.262,0.833,66.2,0.525,-0.158,0.864,2009,5.485,1,1,0,0,0,0,0,0,0,0,0
426,9.351,0.886,65.58,0.757,-0.055,0.837,2009,6.272,30,0,0,0,1,0,0,0,0,0,0
427,7.865,0.818,57.7,0.937,0.152,0.965,2009,4.111,23,0,0,0,0,0,0,0,1,0,0
428,7.54,0.552,51.2,0.679,0.19,0.85,2009,4.402,0,0,0,0,0,0,0,1,0,0,0
429,8.996,0.798,67.42,0.771,-0.16,0.7178356164383561,2009,4.454,29,0,0,1,0,0,0,0,0,0,0
430,9.332,0.845,61.68,0.46,-0.241,0.962,2009,5.166,155,0,1,0,0,0,0,0,0,0,0
431,9.111,0.68,65.1,0.441,-0.214,0.882,2009,4.178,5,0,1,0,0,0,0,0,0,0,0
432,6.723,0.326,49.66,0.427,-0.019,0.718,2009,3.792,22,0,0,0,0,0,0,0,0,1,0
433,9.544,0.913,64.26,0.767,-0.055,0.723,2009,7.001,19,0,0,0,1,0,0,0,0,0,0
434,9.296,0.735,66.48,0.258,-0.026,0.959,2009,4.963,17,1,0,0,0,0,0,0,0,0,0
435,7.924,0.528,60.28,0.631,-0.075,0.776,2009,5.083,10,0,0,0,0,0,0,1,0,0,0
436,9.885,0.832,68.84,0.747,0.149,0.734,2009,6.494,28,0,0,0,1,0,0,0,0,0,0
437,8.773,0.831,60.5,0.779,-0.036,0.763,2009,6.086,16,0,0,0,1,0,0,0,0,0,0
438,9.977,0.919,67.18,0.637,-0.13,0.885,2009,6.424,4,0,0,0,1,0,0,0,0,0,0
439,10.709,0.904,65.94,0.896,0.037,0.506,2009,5.701,9,0,0,0,0,1,0,0,0,0,0
440,10.697,0.943,72.02,0.915,0.246,0.413,2009,7.488,25,0,0,0,0,0,1,0,0,0,0
441,6.898,0.771,48.64,0.88,-0.009,0.483,2009,4.267,107,0,0,0,0,0,0,0,0,1,0
442,7.258,0.827,51.6,0.819,-0.038,0.818,2010,4.196,83,0,0,0,0,0,0,0,0,1,0
443,9.184,0.54,64.8,0.558,-0.248,0.46,2010,4.102,51,0,1,0,0,0,0,0,0,0,0
444,10.085,0.882,64.5,0.519,-0.275,0.962,2010,5.066,85,1,0,0,0,0,0,0,0,0,0
445,9.765,0.843,65.7,0.545,-0.144,0.941,2010,3.912,20,1,0,0,0,0,0,0,0,0,0
446,9.112,0.854,59.6,0.419,-0.125,0.859,2010,5.065,66,0,0,0,0,1,0,0,0,0,0
447,11.592,0.952,71.7,0.908,0.096,0.423,2010,7.097,86,0,0,0,0,0,0,0,0,0,1
448,8.92,0.904,60.2,0.631,0.099,0.928,2010,4.586,97,0,0,1,0,0,0,0,0,0,0
449,7.457,0.734,45.1,0.505,0.025,0.858,2010,3.743,27,0,0,0,0,0,0,0,0,1,0
450,6.941,0.655,49.4,0.817,-0.023,0.529,2010,4.101,107,0,0,0,0,0,0,0,0,1,0
451,7.604,0.813,52.3,0.597,0.139,0.866,2010,3.229,147,0,0,0,0,0,0,0,0,1,0
452,8.797,0.807,61.0,0.703,-0.068,0.781,2010,5.781,16,0,0,0,1,0,0,0,0,0,0
453,9.607,0.906,64.5,0.806,-0.054,0.656,2010,6.837,19,0,0,0,1,0,0,0,0,0,0
454,9.244,0.839,66.8,0.723,-0.063,0.806,2010,5.838,42,0,0,0,1,0,0,0,0,0,0
455,8.27,0.571,56.2,0.364,0.3,0.852,2010,5.786,113,0,0,0,0,0,0,1,0,0,0
456,10.779,0.931,70.8,0.807,0.022,0.697,2010,6.854,12,0,0,0,0,0,0,0,0,0,1
457,9.576,0.898,65.5,0.86,0.536,0.917,2010,6.217,148,0,0,0,0,0,0,0,1,0,0
458,9.136,0.66,65.2,0.459,-0.176,0.891,2010,4.368,5,0,1,0,0,0,0,0,0,0,0
459,9.579,0.726,66.2,0.463,-0.17,0.965,2010,4.461,127,1,0,0,0,0,0,0,0,0,0
460,8.9,0.757,64.2,0.669,-0.064,0.694,2010,6.74,44,0,0,0,1,0,0,0,0,0,0
461,10.666,0.872,72.8,0.738,-0.06,0.921,2010,6.354,69,0,0,0,0,0,0,0,0,0,1
462,9.25,0.889,64.5,0.726,0.076,0.78,2010,5.841,116,0,0,0,1,0,0,0,0,0,0
463,8.035,0.759,48.3,0.792,0.002,0.875,2010,4.554,24,0,0,0,0,0,0,0,0,1,0
464,10.756,0.939,70.9,0.843,0.095,0.688,2010,6.725,52,0,0,0,0,0,0,0,0,0,1
465,9.222,0.863,65.1,0.624,-0.135,0.732,2010,5.131,151,0,0,0,0,1,0,0,0,0,0
466,9.906,0.795,64.4,0.515,-0.187,0.811,2010,5.49,152,0,0,0,0,1,0,0,0,0,0
467,8.49,0.803,65.5,0.646,0.105,0.82,2010,5.866,59,0,0,0,1,0,0,0,0,0,0
468,9.384,0.893,65.7,0.816,-0.05,0.815,2010,6.408,30,0,0,0,1,0,0,0,0,0,0
469,9.244,0.769,60.0,0.486,-0.076,0.826,2010,4.669,43,0,0,0,0,1,0,0,0,0,0
470,9.054,0.847,61.3,0.598,-0.088,0.929,2010,5.59,96,0,1,0,0,0,0,0,0,0,0
471,10.447,0.816,71.4,0.677,-0.033,0.752,2010,6.116,135,0,0,1,0,0,0,0,0,0,0
